chat_id;user_id;message;extraversion_pole;context_0;context_1;context_2;distractor_1;distractor_2
3A25FB7C-5B15-4955-89CB-B9158D569F6D;speaker2;Ich auch. verrate mir dein Geheimnis;extrovert;Ich bin vegan. Du? Wenn ja, verrate ich dir ein Geheimnis.;Früher schon, jetzt nicht mehr so gerne. Da ist immer eine lange Schlange und ich habe auch irgendwie keine Lust 5 Euro oder mehr dafür zu zahlen. Dafür kann ich mir auch Eis aus dem nächsten Laden holen! Lebst du eigentlich vegan oder erträgst du das Thema jetzt gerade nur?;Fruchtige Sorten sind nicht so meins, das wird mir schnell zu süß. Oh ja, Yomaro finde ich super. Das gab es mal bei uns, jetzt aber leider nicht mehr. Gehst du oft da essen?;Ich liebe Eis.;Was ist dein Hobby?
3A25FB7C-5B15-4955-89CB-B9158D569F6D;speaker1;Also gut, halt dich fest. Ich habe mir schon Eis aus dem Biomarkt für 8 Euro gekauft. Und ja, auch schon mal einzelne Kugel für 3 Euro. Im Leben muss man manchmal harte Entscheidungen treffen, und Eis gehört definitiv dazu.;extrovert;Ich auch. verrate mir dein Geheimnis;Ich bin vegan. Du? Wenn ja, verrate ich dir ein Geheimnis.;Früher schon, jetzt nicht mehr so gerne. Da ist immer eine lange Schlange und ich habe auch irgendwie keine Lust 5 Euro oder mehr dafür zu zahlen. Dafür kann ich mir auch Eis aus dem nächsten Laden holen! Lebst du eigentlich vegan oder erträgst du das Thema jetzt gerade nur?;Wie meinst du das?;Ich bin vegan.
3A25FB7C-5B15-4955-89CB-B9158D569F6D;speaker2;Okay, da bin ich auch schuldig. Schon alleine von Ben Jerry gibt es Eissorten die fast 8 € kosten, aber sie sind soo lecker. In dem Moment denke ich auch nicht wirklich darüber nach, aber danach ärgere ich mich manchmal so viel Geld bezahlt zu haben. Ich meine 1 Kilo Eis kosten woanders dann nur mal 2 € ..;extrovert;Also gut, halt dich fest. Ich habe mir schon Eis aus dem Biomarkt für 8 Euro gekauft. Und ja, auch schon mal einzelne Kugel für 3 Euro. Im Leben muss man manchmal harte Entscheidungen treffen, und Eis gehört definitiv dazu.;Ich auch. verrate mir dein Geheimnis;Ich bin vegan. Du? Wenn ja, verrate ich dir ein Geheimnis.;Super cool!;Was hast du morgen so vor?
3A25FB7C-5B15-4955-89CB-B9158D569F6D;speaker1;Ja, das darf man nicht vergleichen. Du musst die höheren Kosten wieder mit dem Guten für die Umwelt und deinen Körper abwägen .;extrovert;Okay, da bin ich auch schuldig. Schon alleine von Ben Jerry gibt es Eissorten die fast 8 € kosten, aber sie sind soo lecker. In dem Moment denke ich auch nicht wirklich darüber nach, aber danach ärgere ich mich manchmal so viel Geld bezahlt zu haben. Ich meine 1 Kilo Eis kosten woanders dann nur mal 2 € ..;Also gut, halt dich fest. Ich habe mir schon Eis aus dem Biomarkt für 8 Euro gekauft. Und ja, auch schon mal einzelne Kugel für 3 Euro. Im Leben muss man manchmal harte Entscheidungen treffen, und Eis gehört definitiv dazu.;Ich auch. verrate mir dein Geheimnis;Wie meinst du das?;Das tur mir leid.
3A25FB7C-5B15-4955-89CB-B9158D569F6D;speaker2;Jein, für die Tiere ja, aber Transportwege sind mies und da ist ja viel Zucker und Zeugs drin... nicht, dass ich mich sonst soo gesund ernähre .;extrovert;Ja, das darf man nicht vergleichen. Du musst die höheren Kosten wieder mit dem Guten für die Umwelt und deinen Körper abwägen .;Okay, da bin ich auch schuldig. Schon alleine von Ben Jerry gibt es Eissorten die fast 8 € kosten, aber sie sind soo lecker. In dem Moment denke ich auch nicht wirklich darüber nach, aber danach ärgere ich mich manchmal so viel Geld bezahlt zu haben. Ich meine 1 Kilo Eis kosten woanders dann nur mal 2 € ..;Also gut, halt dich fest. Ich habe mir schon Eis aus dem Biomarkt für 8 Euro gekauft. Und ja, auch schon mal einzelne Kugel für 3 Euro. Im Leben muss man manchmal harte Entscheidungen treffen, und Eis gehört definitiv dazu.;Was ist dein Hobby?;Das hab ich nicht verstanden.
3A25FB7C-5B15-4955-89CB-B9158D569F6D;speaker1;Ja, das war auch nicht ganz so ernst gemeint . Aber wenn der Bedarf weiter zunimmt, wird bestimmt auch der Preis bald sinken . Dann musst du wenigstens deshalb kein schlechtes Gewissen haben.;extrovert;Jein, für die Tiere ja, aber Transportwege sind mies und da ist ja viel Zucker und Zeugs drin... nicht, dass ich mich sonst soo gesund ernähre .;Ja, das darf man nicht vergleichen. Du musst die höheren Kosten wieder mit dem Guten für die Umwelt und deinen Körper abwägen .;Okay, da bin ich auch schuldig. Schon alleine von Ben Jerry gibt es Eissorten die fast 8 € kosten, aber sie sind soo lecker. In dem Moment denke ich auch nicht wirklich darüber nach, aber danach ärgere ich mich manchmal so viel Geld bezahlt zu haben. Ich meine 1 Kilo Eis kosten woanders dann nur mal 2 € ..;Was ist dein Hobby?;Super cool!
3A25FB7C-5B15-4955-89CB-B9158D569F6D;speaker2;Das stimmt. Bei anderen Sachen ist das ja auch schon so, aber Eis und Ähnliches sind irgendwie auch noch Luxus.;extrovert;Ja, das war auch nicht ganz so ernst gemeint . Aber wenn der Bedarf weiter zunimmt, wird bestimmt auch der Preis bald sinken . Dann musst du wenigstens deshalb kein schlechtes Gewissen haben.;Jein, für die Tiere ja, aber Transportwege sind mies und da ist ja viel Zucker und Zeugs drin... nicht, dass ich mich sonst soo gesund ernähre .;Ja, das darf man nicht vergleichen. Du musst die höheren Kosten wieder mit dem Guten für die Umwelt und deinen Körper abwägen .;Ich bin vegan.;Wie meinst du das?
3A25FB7C-5B15-4955-89CB-B9158D569F6D;speaker1;Ja, das stimmt. Aber gerade im Sommer kann man da schlecht nein zu sagen.;extrovert;Das stimmt. Bei anderen Sachen ist das ja auch schon so, aber Eis und Ähnliches sind irgendwie auch noch Luxus.;Ja, das war auch nicht ganz so ernst gemeint . Aber wenn der Bedarf weiter zunimmt, wird bestimmt auch der Preis bald sinken . Dann musst du wenigstens deshalb kein schlechtes Gewissen haben.;Jein, für die Tiere ja, aber Transportwege sind mies und da ist ja viel Zucker und Zeugs drin... nicht, dass ich mich sonst soo gesund ernähre .;Ich bin vegan.;Wie meinst du das?
3A25FB7C-5B15-4955-89CB-B9158D569F6D;speaker2;Ugh, Sommer. Finde ich ja super, aber ich habe jetzt schon einen Sonnenbrand . Wenn ich wenigstens Meer dazu hätte. Was wäre dein perfekter Urlaub?;extrovert;Ja, das stimmt. Aber gerade im Sommer kann man da schlecht nein zu sagen.;Das stimmt. Bei anderen Sachen ist das ja auch schon so, aber Eis und Ähnliches sind irgendwie auch noch Luxus.;Ja, das war auch nicht ganz so ernst gemeint . Aber wenn der Bedarf weiter zunimmt, wird bestimmt auch der Preis bald sinken . Dann musst du wenigstens deshalb kein schlechtes Gewissen haben.;Was ist dein Hobby?;Was ist dein Hobby?
3A25FB7C-5B15-4955-89CB-B9158D569F6D;speaker1;Ja, ich auch . Ich versuche zwischen der Arbeit immer mal für ein paar Minuten rauszugehen, aber das hat schon gereicht, damit ich rot werde. Für meinen perfekten Urlaub würde ich gerne nach Südeuropa ans Meer, oder eine Erkundungsreise durch Asien machen. Jetzt gerade würde ich eher zum Meer tendieren, wo du es schon erwähnt hast. Aber neue Kulturen kennenzulernen finde ich auch spannend. Und wie sieht dein perfekter Urlaub aus?;extrovert;Ugh, Sommer. Finde ich ja super, aber ich habe jetzt schon einen Sonnenbrand . Wenn ich wenigstens Meer dazu hätte. Was wäre dein perfekter Urlaub?;Ja, das stimmt. Aber gerade im Sommer kann man da schlecht nein zu sagen.;Das stimmt. Bei anderen Sachen ist das ja auch schon so, aber Eis und Ähnliches sind irgendwie auch noch Luxus.;Das hab ich nicht verstanden.;Ich mag Suppe.
3A25FB7C-5B15-4955-89CB-B9158D569F6D;speaker2;Das klingt schon gut, vor allem Asien, obwohl das natürlich ein sehr großer Bereich ist. Irgendwo im Warmen wäre schön oder da, wo ich andere Lebensweisen kennenlernen kann.  Dazu muss ich aber erstmal noch die Sprachen richtig lernen. Ich möchte auf keinen Fall so ein typischer Tourist mit Socken und Sandalen und Kamera sei. sein;extrovert;Ja, ich auch . Ich versuche zwischen der Arbeit immer mal für ein paar Minuten rauszugehen, aber das hat schon gereicht, damit ich rot werde. Für meinen perfekten Urlaub würde ich gerne nach Südeuropa ans Meer, oder eine Erkundungsreise durch Asien machen. Jetzt gerade würde ich eher zum Meer tendieren, wo du es schon erwähnt hast. Aber neue Kulturen kennenzulernen finde ich auch spannend. Und wie sieht dein perfekter Urlaub aus?;Ugh, Sommer. Finde ich ja super, aber ich habe jetzt schon einen Sonnenbrand . Wenn ich wenigstens Meer dazu hätte. Was wäre dein perfekter Urlaub?;Ja, das stimmt. Aber gerade im Sommer kann man da schlecht nein zu sagen.;Ich mag Suppe.;Was hast du morgen so vor?
3A25FB7C-5B15-4955-89CB-B9158D569F6D;speaker1;Ja, manche Touristen sind schon witzig . Ich finde es sehr schade, wenn man nur Fotos macht, aber dann doch nicht offen für Neues ist und weiterhin seine Pizza Margherita und Spaghetti überall isst. Auf meiner Liste stehen deshalb auch noch ein paar Sprachen . Welche möchtest du lernen?;extrovert;Das klingt schon gut, vor allem Asien, obwohl das natürlich ein sehr großer Bereich ist. Irgendwo im Warmen wäre schön oder da, wo ich andere Lebensweisen kennenlernen kann.  Dazu muss ich aber erstmal noch die Sprachen richtig lernen. Ich möchte auf keinen Fall so ein typischer Tourist mit Socken und Sandalen und Kamera sei. sein;Ja, ich auch . Ich versuche zwischen der Arbeit immer mal für ein paar Minuten rauszugehen, aber das hat schon gereicht, damit ich rot werde. Für meinen perfekten Urlaub würde ich gerne nach Südeuropa ans Meer, oder eine Erkundungsreise durch Asien machen. Jetzt gerade würde ich eher zum Meer tendieren, wo du es schon erwähnt hast. Aber neue Kulturen kennenzulernen finde ich auch spannend. Und wie sieht dein perfekter Urlaub aus?;Ugh, Sommer. Finde ich ja super, aber ich habe jetzt schon einen Sonnenbrand . Wenn ich wenigstens Meer dazu hätte. Was wäre dein perfekter Urlaub?;Wie meinst du das?;Was hast du morgen so vor?
3A25FB7C-5B15-4955-89CB-B9158D569F6D;speaker2;Oder Schnitzel . Ich würde momentan tatsächlich gerne Russisch lernen, aber auch Japanisch, Koreanisch und noch mehr Spanisch. Was steht denn auf deiner Liste?;extrovert;Ja, manche Touristen sind schon witzig . Ich finde es sehr schade, wenn man nur Fotos macht, aber dann doch nicht offen für Neues ist und weiterhin seine Pizza Margherita und Spaghetti überall isst. Auf meiner Liste stehen deshalb auch noch ein paar Sprachen . Welche möchtest du lernen?;Das klingt schon gut, vor allem Asien, obwohl das natürlich ein sehr großer Bereich ist. Irgendwo im Warmen wäre schön oder da, wo ich andere Lebensweisen kennenlernen kann.  Dazu muss ich aber erstmal noch die Sprachen richtig lernen. Ich möchte auf keinen Fall so ein typischer Tourist mit Socken und Sandalen und Kamera sei. sein;Ja, ich auch . Ich versuche zwischen der Arbeit immer mal für ein paar Minuten rauszugehen, aber das hat schon gereicht, damit ich rot werde. Für meinen perfekten Urlaub würde ich gerne nach Südeuropa ans Meer, oder eine Erkundungsreise durch Asien machen. Jetzt gerade würde ich eher zum Meer tendieren, wo du es schon erwähnt hast. Aber neue Kulturen kennenzulernen finde ich auch spannend. Und wie sieht dein perfekter Urlaub aus?;Was ist dein Lieblingsessen?;Was ist dein Lieblingsessen?
3A25FB7C-5B15-4955-89CB-B9158D569F6D;speaker1;Ähnlich . Spanisch und Japanisch auf jeden Fall, vielleicht aber auch noch Mandarin und Hindi. Gerade lerne ich Sanskrit. Das spricht man zwar nicht mehr, spielt aber in der Kultur und dem alltäglichen Leben in Indien immer noch eine große Rolle.;extrovert;Oder Schnitzel . Ich würde momentan tatsächlich gerne Russisch lernen, aber auch Japanisch, Koreanisch und noch mehr Spanisch. Was steht denn auf deiner Liste?;Ja, manche Touristen sind schon witzig . Ich finde es sehr schade, wenn man nur Fotos macht, aber dann doch nicht offen für Neues ist und weiterhin seine Pizza Margherita und Spaghetti überall isst. Auf meiner Liste stehen deshalb auch noch ein paar Sprachen . Welche möchtest du lernen?;Das klingt schon gut, vor allem Asien, obwohl das natürlich ein sehr großer Bereich ist. Irgendwo im Warmen wäre schön oder da, wo ich andere Lebensweisen kennenlernen kann.  Dazu muss ich aber erstmal noch die Sprachen richtig lernen. Ich möchte auf keinen Fall so ein typischer Tourist mit Socken und Sandalen und Kamera sei. sein;Super cool!;Was ist dein Hobby?
3A25FB7C-5B15-4955-89CB-B9158D569F6D;speaker2;Oh, Sanskrit ist doch bestimmt ziemlich schwierig oder? Wie kommst du dazu?;extrovert;Ähnlich . Spanisch und Japanisch auf jeden Fall, vielleicht aber auch noch Mandarin und Hindi. Gerade lerne ich Sanskrit. Das spricht man zwar nicht mehr, spielt aber in der Kultur und dem alltäglichen Leben in Indien immer noch eine große Rolle.;Oder Schnitzel . Ich würde momentan tatsächlich gerne Russisch lernen, aber auch Japanisch, Koreanisch und noch mehr Spanisch. Was steht denn auf deiner Liste?;Ja, manche Touristen sind schon witzig . Ich finde es sehr schade, wenn man nur Fotos macht, aber dann doch nicht offen für Neues ist und weiterhin seine Pizza Margherita und Spaghetti überall isst. Auf meiner Liste stehen deshalb auch noch ein paar Sprachen . Welche möchtest du lernen?;Ich bin vegan.;Wie meinst du das?
3A25FB7C-5B15-4955-89CB-B9158D569F6D;speaker1;Bis jetzt kann ich dazu ehrlich gesagt noch gar nicht so viel sagen. Es hat jedenfalls eine sehr umfassende Grammatik. Ein paar Brücken zu den germanischen Sprachen kann man aber tatsächlich erkennen. Du, es war sehr nett mit dir, ich muss mich jetzt langsam auf den Weg machen. Einen schönen Abend dir noch! .;extrovert;Oh, Sanskrit ist doch bestimmt ziemlich schwierig oder? Wie kommst du dazu?;Ähnlich . Spanisch und Japanisch auf jeden Fall, vielleicht aber auch noch Mandarin und Hindi. Gerade lerne ich Sanskrit. Das spricht man zwar nicht mehr, spielt aber in der Kultur und dem alltäglichen Leben in Indien immer noch eine große Rolle.;Oder Schnitzel . Ich würde momentan tatsächlich gerne Russisch lernen, aber auch Japanisch, Koreanisch und noch mehr Spanisch. Was steht denn auf deiner Liste?;Was ist dein Lieblingsessen?;Das hab ich nicht verstanden.
3A25FB7C-5B15-4955-89CB-B9158D569F6D;speaker2;Alles klar, dir auch! Bis irgendwann!;extrovert;Bis jetzt kann ich dazu ehrlich gesagt noch gar nicht so viel sagen. Es hat jedenfalls eine sehr umfassende Grammatik. Ein paar Brücken zu den germanischen Sprachen kann man aber tatsächlich erkennen. Du, es war sehr nett mit dir, ich muss mich jetzt langsam auf den Weg machen. Einen schönen Abend dir noch! .;Oh, Sanskrit ist doch bestimmt ziemlich schwierig oder? Wie kommst du dazu?;Ähnlich . Spanisch und Japanisch auf jeden Fall, vielleicht aber auch noch Mandarin und Hindi. Gerade lerne ich Sanskrit. Das spricht man zwar nicht mehr, spielt aber in der Kultur und dem alltäglichen Leben in Indien immer noch eine große Rolle.;Wie meinst du das?;Ich bin vegan.
44F4A98A-40CE-4B38-9864-358B1BDEFF14;speaker1;Hi.;extrovert;Hi!;Hallo;Hi;Ich bin vegan.;Wie meinst du das?
44F4A98A-40CE-4B38-9864-358B1BDEFF14;speaker2;Hi.;extrovert;Hi.;Hallo;Hi;Wie meinst du das?;Was hast du morgen so vor?
44F4A98A-40CE-4B38-9864-358B1BDEFF14;speaker1;Wie geht es dir?;extrovert;Hi.;Hi.;Hi;Was ist dein Hobby?;Ich mag Suppe.
44F4A98A-40CE-4B38-9864-358B1BDEFF14;speaker2;Gut Und selbst?;extrovert;Wie geht es dir?;Hi.;Hi.;Was ist dein Lieblingsessen?;Ich mag Suppe.
44F4A98A-40CE-4B38-9864-358B1BDEFF14;speaker1;Schön, auch . Schön, dass es jetzt nicht mehr so heiß ist. Oder was meinst du?;extrovert;Gut Und selbst?;Wie geht es dir?;Hi.;Super cool!;Ich mag Suppe.
44F4A98A-40CE-4B38-9864-358B1BDEFF14;speaker2;Das ist sogar sehr schön.;extrovert;Schön, auch . Schön, dass es jetzt nicht mehr so heiß ist. Oder was meinst du?;Gut Und selbst?;Wie geht es dir?;Was ist dein Hobby?;Wie meinst du das?
44F4A98A-40CE-4B38-9864-358B1BDEFF14;speaker1;Hast du denn dieses Jahr schon gegrillt?;extrovert;Das ist sogar sehr schön.;Schön, auch . Schön, dass es jetzt nicht mehr so heiß ist. Oder was meinst du?;Gut Und selbst?;Ich bin vegan.;Ich bin vegan.
44F4A98A-40CE-4B38-9864-358B1BDEFF14;speaker2;Mehrfach.;extrovert;Hast du denn dieses Jahr schon gegrillt?;Das ist sogar sehr schön.;Schön, auch . Schön, dass es jetzt nicht mehr so heiß ist. Oder was meinst du?;Was ist dein Hobby?;Was ist dein Lieblingsessen?
44F4A98A-40CE-4B38-9864-358B1BDEFF14;speaker1;Was gab es da denn?;extrovert;Mehrfach.;Hast du denn dieses Jahr schon gegrillt?;Das ist sogar sehr schön.;Was ist dein Lieblingsessen?;Das tur mir leid.
44F4A98A-40CE-4B38-9864-358B1BDEFF14;speaker2;Auch Gemüse!;extrovert;Was gab es da denn?;Mehrfach.;Hast du denn dieses Jahr schon gegrillt?;Was ist dein Hobby?;Ich liebe Eis.
44F4A98A-40CE-4B38-9864-358B1BDEFF14;speaker1;Super!;extrovert;Auch Gemüse!;Was gab es da denn?;Mehrfach.;Ich bin vegan.;Super cool!
44F4A98A-40CE-4B38-9864-358B1BDEFF14;speaker2;Vor allem Schweinerücken.;extrovert;Super!;Auch Gemüse!;Was gab es da denn?;Was ist dein Hobby?;Was ist dein Hobby?
44F4A98A-40CE-4B38-9864-358B1BDEFF14;speaker1;Nicht so super.;extrovert;Vor allem Schweinerücken.;Super!;Auch Gemüse!;Super cool!;Wie meinst du das?
44F4A98A-40CE-4B38-9864-358B1BDEFF14;speaker2;Hast du denn schon gegrillt?;extrovert;Nicht so super.;Vor allem Schweinerücken.;Super!;Das tur mir leid.;Ich mag Suppe.
44F4A98A-40CE-4B38-9864-358B1BDEFF14;speaker1;Nein, ich habe leider keinen Grill. Aber Lust hätte ich schon. Was ist denn dein Lieblingsgericht?;extrovert;Hast du denn schon gegrillt?;Nicht so super.;Vor allem Schweinerücken.;Was ist dein Hobby?;Was hast du morgen so vor?
44F4A98A-40CE-4B38-9864-358B1BDEFF14;speaker2;Wenn man kein Fleisch ist undoder keinen Wert auf Feuer als Garmethode legt, dann lässt sich das aber auch echt gut durch einen Backofen ersetzen. Ich glaub ich hab keins, ich esse ne Menge Sachen sehr gerne. Wenn ich mich festlegen müsste Lasagne.;extrovert;Nein, ich habe leider keinen Grill. Aber Lust hätte ich schon. Was ist denn dein Lieblingsgericht?;Hast du denn schon gegrillt?;Nicht so super.;Super cool!;Das tur mir leid.
44F4A98A-40CE-4B38-9864-358B1BDEFF14;speaker1;Ja, das stimmt. Bei uns gibt es öfter Ofengemüse.;extrovert;Wenn man kein Fleisch ist undoder keinen Wert auf Feuer als Garmethode legt, dann lässt sich das aber auch echt gut durch einen Backofen ersetzen. Ich glaub ich hab keins, ich esse ne Menge Sachen sehr gerne. Wenn ich mich festlegen müsste Lasagne.;Nein, ich habe leider keinen Grill. Aber Lust hätte ich schon. Was ist denn dein Lieblingsgericht?;Hast du denn schon gegrillt?;Ich bin vegan.;Ich mag Suppe.
44F4A98A-40CE-4B38-9864-358B1BDEFF14;speaker2;Und deins?;extrovert;Ja, das stimmt. Bei uns gibt es öfter Ofengemüse.;Wenn man kein Fleisch ist undoder keinen Wert auf Feuer als Garmethode legt, dann lässt sich das aber auch echt gut durch einen Backofen ersetzen. Ich glaub ich hab keins, ich esse ne Menge Sachen sehr gerne. Wenn ich mich festlegen müsste Lasagne.;Nein, ich habe leider keinen Grill. Aber Lust hätte ich schon. Was ist denn dein Lieblingsgericht?;Das tur mir leid.;Ich liebe Eis.
44F4A98A-40CE-4B38-9864-358B1BDEFF14;speaker1;Oh, lecker! Ich esse gerne Asiatisch, also Curry vielleicht.;extrovert;Und deins?;Ja, das stimmt. Bei uns gibt es öfter Ofengemüse.;Wenn man kein Fleisch ist undoder keinen Wert auf Feuer als Garmethode legt, dann lässt sich das aber auch echt gut durch einen Backofen ersetzen. Ich glaub ich hab keins, ich esse ne Menge Sachen sehr gerne. Wenn ich mich festlegen müsste Lasagne.;Das hab ich nicht verstanden.;Ich bin vegan.
44F4A98A-40CE-4B38-9864-358B1BDEFF14;speaker2;Curry ist ja eine ganze Gruppe von Gerichten. Magst du ein Bestimmtes Curry gern?;extrovert;Oh, lecker! Ich esse gerne Asiatisch, also Curry vielleicht.;Und deins?;Ja, das stimmt. Bei uns gibt es öfter Ofengemüse.;Ich mag Suppe.;Was hast du morgen so vor?
44F4A98A-40CE-4B38-9864-358B1BDEFF14;speaker1;Hmm, grünes Thai Curry. Mit extra Tofu. Magst du asiatisches?;extrovert;Curry ist ja eine ganze Gruppe von Gerichten. Magst du ein Bestimmtes Curry gern?;Oh, lecker! Ich esse gerne Asiatisch, also Curry vielleicht.;Und deins?;Das tur mir leid.;Ich bin vegan.
44F4A98A-40CE-4B38-9864-358B1BDEFF14;speaker2;Nicht besonders. Wobei man dazu sagen muss, dass ich noch nie echtes asiatisches Essen gegessen habe.;extrovert;Hmm, grünes Thai Curry. Mit extra Tofu. Magst du asiatisches?;Curry ist ja eine ganze Gruppe von Gerichten. Magst du ein Bestimmtes Curry gern?;Oh, lecker! Ich esse gerne Asiatisch, also Curry vielleicht.;Was ist dein Lieblingsessen?;Was ist dein Hobby?
44F4A98A-40CE-4B38-9864-358B1BDEFF14;speaker1;Dann solltest du das vielleicht mal .;extrovert;Nicht besonders. Wobei man dazu sagen muss, dass ich noch nie echtes asiatisches Essen gegessen habe.;Hmm, grünes Thai Curry. Mit extra Tofu. Magst du asiatisches?;Curry ist ja eine ganze Gruppe von Gerichten. Magst du ein Bestimmtes Curry gern?;Das hab ich nicht verstanden.;Was ist dein Lieblingsessen?
48DABF96-EA4A-4B5C-A366-31777B15FF53;speaker1;Hallo, heute ist hier echt viel los! ;extrovert;Hi!;Hallo;Hi;Ich bin vegan.;Was hast du morgen so vor?
48DABF96-EA4A-4B5C-A366-31777B15FF53;speaker2;Ja, ist doch super! Hast du schon deinen Urlaub geplant oder warst sogar schon im Urlaub?;extrovert;Hallo, heute ist hier echt viel los! ;Hallo;Hi;Ich bin vegan.;Was hast du morgen so vor?
48DABF96-EA4A-4B5C-A366-31777B15FF53;speaker1;Ja, mein Urlaub ist geplant. Nachdem ich wieder eine Stunde mit dem VPN gekämpft hatte konnte ich es doch erfolgreich eintragen!  Und wie sieht es bei dir aus? ;extrovert;Ja, ist doch super! Hast du schon deinen Urlaub geplant oder warst sogar schon im Urlaub?;Hallo, heute ist hier echt viel los! ;Hi;Was ist dein Hobby?;Ich bin vegan.
48DABF96-EA4A-4B5C-A366-31777B15FF53;speaker2;Oh man.. ich hatte dabei Probleme mit meiner Smartcard, die nicht erkannt wurde. Immer ist es was anderes, aber dann klappt es doch irgendwie . Also ja, ich habe auch schon Urlaub eingetragen.;extrovert;Ja, mein Urlaub ist geplant. Nachdem ich wieder eine Stunde mit dem VPN gekämpft hatte konnte ich es doch erfolgreich eintragen!  Und wie sieht es bei dir aus? ;Ja, ist doch super! Hast du schon deinen Urlaub geplant oder warst sogar schon im Urlaub?;Hallo, heute ist hier echt viel los! ;Ich mag Suppe.;Was hast du morgen so vor?
48DABF96-EA4A-4B5C-A366-31777B15FF53;speaker1;Die Smartcard und der VPN sind eine unschlagbares Team . Ich fahre nach Frankreich, und hoffe mal dass es auch alles so klappt. Aber momentan sieht es gut aus. ;extrovert;Oh man.. ich hatte dabei Probleme mit meiner Smartcard, die nicht erkannt wurde. Immer ist es was anderes, aber dann klappt es doch irgendwie . Also ja, ich habe auch schon Urlaub eingetragen.;Ja, mein Urlaub ist geplant. Nachdem ich wieder eine Stunde mit dem VPN gekämpft hatte konnte ich es doch erfolgreich eintragen!  Und wie sieht es bei dir aus? ;Ja, ist doch super! Hast du schon deinen Urlaub geplant oder warst sogar schon im Urlaub?;Super cool!;Ich liebe Eis.
48DABF96-EA4A-4B5C-A366-31777B15FF53;speaker2;Oh sehr schön! Die Chancen für gutes Wetter sind da glaube ich etwas besser. Ich denke es wird auch gehen mit der Ein und Ausreise und hoffenltich auch ohne Quarantäne.;extrovert;Die Smartcard und der VPN sind eine unschlagbares Team . Ich fahre nach Frankreich, und hoffe mal dass es auch alles so klappt. Aber momentan sieht es gut aus. ;Oh man.. ich hatte dabei Probleme mit meiner Smartcard, die nicht erkannt wurde. Immer ist es was anderes, aber dann klappt es doch irgendwie . Also ja, ich habe auch schon Urlaub eingetragen.;Ja, mein Urlaub ist geplant. Nachdem ich wieder eine Stunde mit dem VPN gekämpft hatte konnte ich es doch erfolgreich eintragen!  Und wie sieht es bei dir aus? ;Das tur mir leid.;Super cool!
48DABF96-EA4A-4B5C-A366-31777B15FF53;speaker1;Genau, das hoffe ich auch. Auf dem momentan Stand brauch man nur einen negativen Corona Test. ;extrovert;Oh sehr schön! Die Chancen für gutes Wetter sind da glaube ich etwas besser. Ich denke es wird auch gehen mit der Ein und Ausreise und hoffenltich auch ohne Quarantäne.;Die Smartcard und der VPN sind eine unschlagbares Team . Ich fahre nach Frankreich, und hoffe mal dass es auch alles so klappt. Aber momentan sieht es gut aus. ;Oh man.. ich hatte dabei Probleme mit meiner Smartcard, die nicht erkannt wurde. Immer ist es was anderes, aber dann klappt es doch irgendwie . Also ja, ich habe auch schon Urlaub eingetragen.;Was ist dein Lieblingsessen?;Was ist dein Lieblingsessen?
48DABF96-EA4A-4B5C-A366-31777B15FF53;speaker2;Ich gefühlt schon zehn mal dort. Wir fahren meist nach Binz oder nach Stralsund und dann als Tagesausflüge nach Rügen rein. Kann ich beides auf jeden Fall empfehlen. Na dann geht es das ja!;extrovert;Genau, das hoffe ich auch. Auf dem momentan Stand brauch man nur einen negativen Corona Test. ;Oh sehr schön! Die Chancen für gutes Wetter sind da glaube ich etwas besser. Ich denke es wird auch gehen mit der Ein und Ausreise und hoffenltich auch ohne Quarantäne.;Die Smartcard und der VPN sind eine unschlagbares Team . Ich fahre nach Frankreich, und hoffe mal dass es auch alles so klappt. Aber momentan sieht es gut aus. ;Ich mag Suppe.;Super cool!
48DABF96-EA4A-4B5C-A366-31777B15FF53;speaker1;Ich glaube das schreibe ich mir einmal auf! Ich war noch nie so aktiv in Deutschland selbst, aber ich würde doch gerne mal mehr sehen.;extrovert;Ich gefühlt schon zehn mal dort. Wir fahren meist nach Binz oder nach Stralsund und dann als Tagesausflüge nach Rügen rein. Kann ich beides auf jeden Fall empfehlen. Na dann geht es das ja!;Genau, das hoffe ich auch. Auf dem momentan Stand brauch man nur einen negativen Corona Test. ;Oh sehr schön! Die Chancen für gutes Wetter sind da glaube ich etwas besser. Ich denke es wird auch gehen mit der Ein und Ausreise und hoffenltich auch ohne Quarantäne.;Was hast du morgen so vor?;Was hast du morgen so vor?
48DABF96-EA4A-4B5C-A366-31777B15FF53;speaker2;Mach das!;extrovert;Ich glaube das schreibe ich mir einmal auf! Ich war noch nie so aktiv in Deutschland selbst, aber ich würde doch gerne mal mehr sehen.;Ich gefühlt schon zehn mal dort. Wir fahren meist nach Binz oder nach Stralsund und dann als Tagesausflüge nach Rügen rein. Kann ich beides auf jeden Fall empfehlen. Na dann geht es das ja!;Genau, das hoffe ich auch. Auf dem momentan Stand brauch man nur einen negativen Corona Test. ;Das tur mir leid.;Was ist dein Lieblingsessen?
